customerID,gender,SeniorCitizen,Partner,Dependents,tenure,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,Score_No,Score_Yes
2898-LSJGD,Female,0,Yes,Yes,21,DSL,Yes,No,Yes,No,Yes,Yes,Oneyear,Yes,55.95,1157.05,Yes,0.930451127819549,6.95488721804511e-02
9348-YVOMK,Male,0,No,No,4,DSL,No,No,No,No,No,No,Month-to-month,Yes,44.8,176.2,No,0.778723404255319,0.221276595744681
4521-YEEHE,Female,0,Yes,No,18,Fiberoptic,No,No,No,Yes,Yes,No,Month-to-month,Yes,88.85,1594.75,No,0.575596816976127,0.424403183023873
3786-WOVKF,Female,1,Yes,No,72,Fiberoptic,Yes,Yes,No,No,Yes,Yes,Oneyear,Yes,106.85,7677.4,No,0.930451127819549,6.95488721804511e-02
6086-ESGRL,Female,0,No,No,1,Fiberoptic,No,No,No,No,No,Yes,Month-to-month,No,80.15,80.15,Yes,0.31437125748503,0.68562874251497
5816-SCGFC,Female,1,No,No,7,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,51.3,419.35,No,0.778723404255319,0.221276595744681
2773-OVBPK,Male,0,Yes,No,67,Fiberoptic,No,Yes,Yes,Yes,Yes,Yes,Twoyear,Yes,111.3,7567.2,No,0.930451127819549,6.95488721804511e-02
5206-XZZQI,Male,0,No,No,53,Fiberoptic,No,Yes,No,Yes,No,No,Month-to-month,Yes,80.6,4348.1,No,0.575596816976127,0.424403183023873
5759-RCVCB,Female,0,No,No,3,DSL,No,No,No,No,Yes,No,Month-to-month,No,35.2,108.95,Yes,0.778723404255319,0.221276595744681
8938-UMKPI,Female,0,No,No,47,Fiberoptic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,106.4,5127.95,Yes,0.575596816976127,0.424403183023873
0991-BRRFB,Male,0,No,No,18,DSL,Yes,No,No,No,No,No,Month-to-month,No,49.4,874.8,Yes,0.778723404255319,0.221276595744681
3882-IYOIJ,Female,0,Yes,Yes,60,Fiberoptic,Yes,Yes,Yes,Yes,Yes,Yes,Twoyear,No,115.25,6758.45,No,0.930451127819549,6.95488721804511e-02
8749-TZYEC,Male,0,Yes,No,72,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Twoyear,No,24.8,1874.3,No,0.930451127819549,6.95488721804511e-02
1755-FZQEC,Male,0,No,No,39,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Oneyear,No,19.9,791.15,No,0.930451127819549,6.95488721804511e-02
3115-JPJDD,Female,0,Yes,No,59,Fiberoptic,Yes,No,Yes,No,No,No,Oneyear,Yes,81.25,4639.45,No,0.930451127819549,6.95488721804511e-02
6173-GOLSU,Male,1,Yes,No,67,Fiberoptic,No,No,No,No,Yes,Yes,Month-to-month,Yes,94.65,6079,No,0.575596816976127,0.424403183023873
5275-SQEIZ,Male,0,No,No,1,Fiberoptic,No,No,No,No,No,Yes,Month-to-month,Yes,80.85,80.85,Yes,0.31437125748503,0.68562874251497
7950-XWOVN,Male,0,No,No,11,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,34.7,383.55,No,0.778723404255319,0.221276595744681
4390-KYULV,Male,0,Yes,No,3,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Month-to-month,Yes,20.55,51.15,Yes,0.778723404255319,0.221276595744681
8849-PRIQJ,Female,0,Yes,Yes,67,Fiberoptic,Yes,No,Yes,Yes,Yes,Yes,Oneyear,Yes,109.4,7281.6,No,0.930451127819549,6.95488721804511e-02
1559-DTODC,Male,0,No,No,19,DSL,No,No,No,No,No,No,Month-to-month,Yes,25.15,468.35,No,0.778723404255319,0.221276595744681
4355-CVPVS,Female,0,Yes,Yes,56,Fiberoptic,No,No,No,No,Yes,Yes,Oneyear,No,88.9,4968,No,0.930451127819549,6.95488721804511e-02
4495-LHSSK,Female,0,No,Yes,18,DSL,Yes,No,No,No,No,No,Month-to-month,No,57.65,992.7,No,0.778723404255319,0.221276595744681
4505-EXZHB,Female,1,No,No,6,Fiberoptic,No,No,Yes,No,No,No,Month-to-month,No,74.4,434.1,Yes,0.31437125748503,0.68562874251497
8788-DOXSU,Male,0,No,No,59,DSL,No,No,Yes,No,No,Yes,Oneyear,Yes,61.35,3645.5,No,0.930451127819549,6.95488721804511e-02
8972-HJWNV,Female,1,Yes,No,7,Fiberoptic,No,No,No,No,No,Yes,Month-to-month,Yes,84.55,646.85,Yes,0.31437125748503,0.68562874251497
2920-RNCEZ,Male,0,Yes,Yes,1,Fiberoptic,No,No,No,No,No,No,Month-to-month,Yes,69.95,69.95,No,0.31437125748503,0.68562874251497
8515-OCTJS,Female,0,No,No,25,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Twoyear,No,24.75,692.1,Yes,0.930451127819549,6.95488721804511e-02
9592-ERDKV,Male,0,Yes,No,37,DSL,Yes,No,Yes,No,Yes,Yes,Oneyear,No,79.25,2911.8,No,0.930451127819549,6.95488721804511e-02
4778-IZARL,Male,0,Yes,No,63,Fiberoptic,Yes,Yes,Yes,Yes,Yes,Yes,Twoyear,Yes,110.1,6705.7,No,0.930451127819549,6.95488721804511e-02
7008-LZVOZ,Male,0,Yes,Yes,66,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Twoyear,Yes,25.3,1672.35,No,0.930451127819549,6.95488721804511e-02
8868-WOZGU,Male,0,No,No,28,Fiberoptic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,105.7,2979.5,Yes,0.575596816976127,0.424403183023873
9365-CSLBQ,Male,0,No,Yes,71,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Twoyear,No,24.35,1654.6,No,0.930451127819549,6.95488721804511e-02
5884-FBCTL,Female,0,Yes,Yes,72,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Twoyear,No,25.1,1857.85,No,0.930451127819549,6.95488721804511e-02
7130-CTCUS,Male,1,Yes,No,16,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,54.55,825.1,No,0.778723404255319,0.221276595744681
7625-XCQRH,Female,0,No,No,11,Fiberoptic,No,No,No,No,No,No,Month-to-month,Yes,76.5,837.95,Yes,0.31437125748503,0.68562874251497
6986-IXNDM,Male,0,No,No,14,Fiberoptic,No,No,No,No,Yes,Yes,Month-to-month,Yes,92.9,1337.45,No,0.575596816976127,0.424403183023873
2987-BJXIK,Female,0,No,No,70,DSL,Yes,Yes,Yes,No,Yes,Yes,Twoyear,No,84.7,5991.05,No,0.930451127819549,6.95488721804511e-02
5276-KQWHG,Female,1,No,No,2,Fiberoptic,No,No,No,No,No,No,Month-to-month,Yes,69.6,131.65,Yes,0.31437125748503,0.68562874251497
7446-KQISO,Male,0,Yes,Yes,45,Fiberoptic,No,Yes,Yes,Yes,Yes,Yes,Twoyear,Yes,109.75,4900.65,No,0.930451127819549,6.95488721804511e-02
4006-HKYHO,Male,0,No,No,63,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Twoyear,Yes,86.7,5309.5,No,0.930451127819549,6.95488721804511e-02
8143-ETQTI,Female,0,Yes,Yes,23,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Twoyear,Yes,19.65,451.55,No,0.930451127819549,6.95488721804511e-02
6615-NGGZJ,Male,0,No,No,14,Fiberoptic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,100.55,1415.55,Yes,0.575596816976127,0.424403183023873
5590-YRFJT,Female,0,Yes,No,20,DSL,No,No,No,No,No,No,Month-to-month,Yes,24.45,482.8,Yes,0.778723404255319,0.221276595744681
8309-PPCED,Female,0,Yes,No,72,Fiberoptic,No,Yes,Yes,Yes,Yes,Yes,Twoyear,Yes,110.45,7982.5,No,0.930451127819549,6.95488721804511e-02
4098-NAUKP,Male,1,Yes,Yes,68,Fiberoptic,No,Yes,Yes,No,No,No,Month-to-month,Yes,84.65,5683.6,No,0.575596816976127,0.424403183023873
5196-WPYOW,Male,0,Yes,Yes,67,DSL,Yes,Yes,No,Yes,No,No,Oneyear,No,60.05,3994.05,No,0.930451127819549,6.95488721804511e-02
3308-JSGML,Male,1,Yes,No,59,DSL,Yes,No,Yes,Yes,Yes,Yes,Twoyear,Yes,64.05,3886.85,No,0.930451127819549,6.95488721804511e-02
2126-GSEGL,Female,0,Yes,No,70,DSL,No,Yes,Yes,Yes,Yes,Yes,Twoyear,Yes,84.8,5917.55,No,0.930451127819549,6.95488721804511e-02
2434-EEVDB,Female,0,Yes,No,64,Fiberoptic,Yes,No,Yes,No,Yes,No,Twoyear,Yes,94.6,5948.7,No,0.930451127819549,6.95488721804511e-02
6199-IWKGC,Female,1,Yes,No,46,Fiberoptic,No,No,No,Yes,Yes,Yes,Oneyear,No,100.25,4753.85,No,0.930451127819549,6.95488721804511e-02
2675-DHUTR,Male,1,Yes,No,58,Fiberoptic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,98.9,5780.7,No,0.575596816976127,0.424403183023873
9522-BNTHX,Female,1,No,No,34,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,56.25,1765.95,No,0.778723404255319,0.221276595744681
7980-MHFLQ,Female,0,Yes,Yes,72,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Twoyear,No,24.9,1859.2,No,0.930451127819549,6.95488721804511e-02
3415-TAILE,Female,0,Yes,Yes,2,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,65.7,134.35,Yes,0.778723404255319,0.221276595744681
0757-WCUUZ,Male,0,Yes,Yes,54,DSL,No,No,Yes,No,No,Yes,Twoyear,No,63.35,3409.1,No,0.930451127819549,6.95488721804511e-02
1915-IOFGU,Female,0,No,No,1,Fiberoptic,No,No,No,No,No,No,Month-to-month,No,70.5,70.5,Yes,0.31437125748503,0.68562874251497
3045-XETSH,Female,0,No,No,10,Fiberoptic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,94.85,953.45,Yes,0.31437125748503,0.68562874251497
7683-CBDKJ,Male,0,Yes,Yes,14,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,65.45,937.6,Yes,0.778723404255319,0.221276595744681
0628-CNQRM,Male,0,Yes,Yes,22,DSL,Yes,No,Yes,Yes,Yes,No,Oneyear,Yes,67.5,1544.05,Yes,0.930451127819549,6.95488721804511e-02
5606-AMZBO,Female,0,Yes,No,10,Fiberoptic,Yes,No,No,No,No,No,Month-to-month,Yes,78.15,765.15,No,0.31437125748503,0.68562874251497
2235-EZAIK,Female,0,Yes,No,72,DSL,Yes,Yes,Yes,Yes,Yes,No,Twoyear,No,79.2,5401.9,No,0.930451127819549,6.95488721804511e-02
4282-YMKNA,Female,0,No,No,9,Fiberoptic,No,No,No,No,No,No,Month-to-month,Yes,74.75,706.6,Yes,0.31437125748503,0.68562874251497
0641-EVBOJ,Male,0,No,No,3,Fiberoptic,Yes,No,No,Yes,No,No,Month-to-month,Yes,82.3,214.4,No,0.31437125748503,0.68562874251497
0829-XXPLX,Female,0,No,No,20,Fiberoptic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,89.4,1871.15,No,0.575596816976127,0.424403183023873
9974-JFBHQ,Male,0,No,Yes,64,Fiberoptic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,99.15,6171.2,No,0.575596816976127,0.424403183023873
5356-RHIPP,Male,0,No,No,1,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Month-to-month,Yes,20.2,20.2,Yes,0.608695652173913,0.391304347826087
3345-PBBFH,Male,0,Yes,No,8,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,49.55,393.45,No,0.778723404255319,0.221276595744681
5055-BRMNE,Female,0,Yes,Yes,67,Fiberoptic,Yes,No,No,Yes,Yes,Yes,Twoyear,No,106.7,7009.5,No,0.930451127819549,6.95488721804511e-02
0746-JTRFU,Male,0,No,No,2,DSL,No,No,No,No,No,No,Month-to-month,Yes,25.05,56.35,Yes,0.778723404255319,0.221276595744681
6627-CFOSN,Female,0,No,No,59,Fiberoptic,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,99.45,5623.7,No,0.575596816976127,0.424403183023873
9138-EFSMO,Male,0,Yes,Yes,26,Fiberoptic,No,No,No,No,No,Yes,Oneyear,No,78.95,2034.25,No,0.930451127819549,6.95488721804511e-02
3452-GWUIN,Female,1,Yes,No,19,Fiberoptic,No,No,No,No,Yes,Yes,Month-to-month,Yes,94.95,1760.25,No,0.575596816976127,0.424403183023873
3192-LNKRK,Male,0,Yes,Yes,34,Fiberoptic,No,No,Yes,No,Yes,No,Month-to-month,Yes,84.05,2909.95,No,0.575596816976127,0.424403183023873
2876-VBBBL,Female,0,No,No,1,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Month-to-month,Yes,20.25,20.25,Yes,0.608695652173913,0.391304347826087
3005-TYFRD,Female,0,Yes,No,55,Fiberoptic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,103.65,5676.65,No,0.575596816976127,0.424403183023873
7777-UNYHB,Female,0,Yes,Yes,12,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Month-to-month,Yes,20.1,232.4,No,0.778723404255319,0.221276595744681
5597-GLBUC,Female,0,No,No,1,Fiberoptic,No,No,Yes,No,Yes,No,Month-to-month,Yes,85.45,85.45,Yes,0.31437125748503,0.68562874251497
7278-CKDNC,Male,1,No,No,24,Fiberoptic,No,Yes,No,No,No,No,Month-to-month,Yes,80.5,2088.45,No,0.575596816976127,0.424403183023873
8450-UYIBU,Female,1,No,No,35,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,39.85,1434.6,No,0.778723404255319,0.221276595744681
6559-ILWKJ,Male,0,Yes,No,71,DSL,No,Yes,No,No,Yes,Yes,Twoyear,No,49.35,3515.25,Yes,0.930451127819549,6.95488721804511e-02
2465-BLLEU,Male,0,No,No,1,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Month-to-month,Yes,19.75,19.75,No,0.608695652173913,0.391304347826087
6917-YACBP,Female,1,No,No,59,Fiberoptic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,89.75,5496.9,No,0.575596816976127,0.424403183023873
4223-WOZCM,Male,1,No,No,2,DSL,No,No,Yes,No,No,No,Month-to-month,No,49.95,107.1,No,0.778723404255319,0.221276595744681
0769-MURVM,Female,0,Yes,Yes,72,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Twoyear,No,65.7,4575.35,No,0.930451127819549,6.95488721804511e-02
9253-VIFJQ,Male,0,Yes,No,65,DSL,Yes,Yes,Yes,No,No,No,Oneyear,No,67.05,4309.55,No,0.930451127819549,6.95488721804511e-02
5917-RYRMG,Male,1,No,No,32,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Oneyear,No,19.8,587.7,No,0.930451127819549,6.95488721804511e-02
5120-ZBLAI,Female,0,Yes,No,50,DSL,No,No,Yes,No,Yes,Yes,Oneyear,No,75.7,3876.2,No,0.930451127819549,6.95488721804511e-02
3663-MITLP,Female,0,No,No,15,Fiberoptic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,101.25,1457.25,Yes,0.575596816976127,0.424403183023873
0906-QVPMS,Male,0,Yes,No,72,Fiberoptic,Yes,Yes,Yes,Yes,Yes,Yes,Twoyear,No,115.15,8349.45,No,0.930451127819549,6.95488721804511e-02
1209-VFFOC,Male,0,Yes,Yes,68,DSL,Yes,Yes,Yes,Yes,No,Yes,Twoyear,Yes,56.4,3948.45,No,0.930451127819549,6.95488721804511e-02
5482-PLVPE,Female,1,No,No,2,DSL,No,No,No,No,No,No,Month-to-month,No,24.35,41.85,Yes,0.778723404255319,0.221276595744681
0495-ZBNGW,Male,1,Yes,No,5,Fiberoptic,No,No,Yes,No,No,No,Month-to-month,Yes,79.9,343.95,Yes,0.31437125748503,0.68562874251497
7103-ZGVNT,Female,0,Yes,Yes,69,DSL,Yes,Yes,No,Yes,Yes,No,Oneyear,No,73.7,4885.85,No,0.930451127819549,6.95488721804511e-02
1207-BLKSA,Female,0,Yes,Yes,52,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Twoyear,No,23.05,1255.1,No,0.930451127819549,6.95488721804511e-02
8316-BBQAY,Female,0,No,No,65,DSL,Yes,No,Yes,Yes,Yes,Yes,Twoyear,No,59.95,3921.1,No,0.930451127819549,6.95488721804511e-02
3146-JTQHR,Male,0,Yes,No,10,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Oneyear,No,19.6,189.45,No,0.930451127819549,6.95488721804511e-02
6427-FEFIG,Female,0,Yes,Yes,24,DSL,Yes,No,Yes,No,Yes,Yes,Twoyear,No,78.6,1846.65,No,0.930451127819549,6.95488721804511e-02
4385-ZKVNW,Male,0,Yes,Yes,44,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,54.9,2549.1,No,0.778723404255319,0.221276595744681
4228-ZGYUW,Male,0,No,No,4,Fiberoptic,No,Yes,No,No,No,Yes,Month-to-month,Yes,90.05,368.1,Yes,0.31437125748503,0.68562874251497
4644-OBGFZ,Male,0,Yes,Yes,55,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Oneyear,No,19.5,1026.35,No,0.930451127819549,6.95488721804511e-02
3519-ZKXGG,Female,0,Yes,No,3,Fiberoptic,No,No,No,No,No,No,Month-to-month,Yes,75.85,256.6,Yes,0.31437125748503,0.68562874251497
5457-COLHT,Male,0,Yes,Yes,69,DSL,Yes,Yes,No,Yes,Yes,Yes,Twoyear,No,80.65,5542.55,No,0.930451127819549,6.95488721804511e-02
5451-YHYPW,Female,1,Yes,No,72,Fiberoptic,Yes,Yes,Yes,Yes,Yes,Yes,Twoyear,Yes,115.75,8443.7,No,0.930451127819549,6.95488721804511e-02
7998-WNZEM,Male,0,No,No,71,DSL,Yes,Yes,Yes,Yes,No,Yes,Twoyear,No,80.6,5708.2,No,0.930451127819549,6.95488721804511e-02
3066-RRJIO,Female,0,No,No,1,Fiberoptic,No,No,No,No,No,No,Month-to-month,Yes,69.95,69.95,Yes,0.31437125748503,0.68562874251497
7629-WFGLW,Female,1,Yes,No,56,Fiberoptic,Yes,Yes,Yes,Yes,No,No,Oneyear,No,95.65,5471.75,No,0.930451127819549,6.95488721804511e-02
6481-LXPWL,Male,0,Yes,Yes,56,DSL,No,Yes,Yes,No,No,No,Oneyear,Yes,36.1,1971.5,No,0.930451127819549,6.95488721804511e-02
5161-UBZXI,Male,0,Yes,Yes,69,Fiberoptic,Yes,Yes,No,Yes,Yes,Yes,Twoyear,Yes,106.35,7261.75,No,0.930451127819549,6.95488721804511e-02
7919-ZODZZ,Female,0,Yes,Yes,10,DSL,No,Yes,Yes,No,No,Yes,Oneyear,Yes,65.9,660.05,No,0.930451127819549,6.95488721804511e-02
5939-XAIXZ,Female,0,No,No,19,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,56.1,1033.9,No,0.778723404255319,0.221276595744681
5269-NRGDP,Male,0,Yes,Yes,42,DSL,No,No,Yes,Yes,Yes,Yes,Oneyear,No,73.15,3088.25,No,0.930451127819549,6.95488721804511e-02
8818-DOPVL,Female,1,No,No,46,Fiberoptic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,104.45,4863.85,No,0.575596816976127,0.424403183023873
5445-PZWGX,Male,0,No,No,62,Fiberoptic,Yes,Yes,No,Yes,No,Yes,Oneyear,No,102,6529.25,Yes,0.930451127819549,6.95488721804511e-02
9170-CCKOU,Male,0,Yes,No,17,Fiberoptic,Yes,Yes,Yes,No,No,No,Month-to-month,No,90.2,1454.15,Yes,0.575596816976127,0.424403183023873
1043-YCUTE,Male,0,Yes,No,56,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Twoyear,Yes,25.15,1327.15,Yes,0.930451127819549,6.95488721804511e-02
8582-KRHPJ,Male,0,No,No,50,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,35,1782.4,No,0.778723404255319,0.221276595744681
8189-XRIKE,Female,1,No,No,32,Fiberoptic,No,No,No,No,Yes,Yes,Month-to-month,No,90.95,2897.95,No,0.575596816976127,0.424403183023873
4123-DVHPH,Male,0,Yes,No,9,Fiberoptic,Yes,No,No,No,No,Yes,Month-to-month,Yes,88.05,801.3,No,0.31437125748503,0.68562874251497
6425-YQLLO,Female,1,Yes,No,66,Fiberoptic,No,No,Yes,Yes,Yes,Yes,Oneyear,Yes,105.95,6975.25,Yes,0.930451127819549,6.95488721804511e-02
5442-UTCVD,Male,0,No,Yes,3,Fiberoptic,No,No,Yes,No,No,Yes,Month-to-month,No,91.85,257.05,Yes,0.31437125748503,0.68562874251497
2091-RFFBA,Female,1,No,No,31,Fiberoptic,No,No,No,No,No,No,Month-to-month,Yes,73.9,2217.15,Yes,0.575596816976127,0.424403183023873
4489-SNOJF,Female,0,Yes,Yes,35,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,72.25,2568.55,Yes,0.778723404255319,0.221276595744681
2186-QZEYA,Female,1,No,No,29,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,58.55,1718.95,No,0.778723404255319,0.221276595744681
3284-SVCRO,Female,0,Yes,No,45,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Twoyear,No,25.5,1121.05,No,0.930451127819549,6.95488721804511e-02
2582-FFFZR,Female,0,No,No,22,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,50.6,1073.3,No,0.778723404255319,0.221276595744681
8908-NMQTX,Male,0,No,No,72,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Twoyear,Yes,65.6,4566.5,No,0.930451127819549,6.95488721804511e-02
4597-NUCQV,Male,1,No,No,24,Fiberoptic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,101.25,2440.15,Yes,0.575596816976127,0.424403183023873
9019-QVLZD,Female,0,No,No,1,Fiberoptic,No,No,No,No,Yes,No,Month-to-month,No,79.55,79.55,Yes,0.31437125748503,0.68562874251497
8413-YNHNV,Male,0,No,No,69,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Twoyear,No,90.65,6322.1,No,0.930451127819549,6.95488721804511e-02
5808-TOTXO,Female,0,No,Yes,3,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Oneyear,Yes,20.55,57.4,No,0.930451127819549,6.95488721804511e-02
5324-KTGCG,Male,0,Yes,No,71,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Oneyear,No,20.85,1539.75,No,0.930451127819549,6.95488721804511e-02
2700-LUEVA,Male,0,No,No,1,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Month-to-month,No,20.75,20.75,No,0.608695652173913,0.391304347826087
1455-ESIQH,Male,0,No,No,1,Fiberoptic,No,No,No,No,Yes,Yes,Month-to-month,Yes,89.1,89.1,Yes,0.31437125748503,0.68562874251497
1101-SSWAG,Female,0,Yes,No,15,DSL,No,No,No,No,No,No,Month-to-month,Yes,51.1,711.15,No,0.778723404255319,0.221276595744681
2979-SXESE,Female,0,Yes,Yes,17,Fiberoptic,Yes,No,Yes,No,Yes,No,Month-to-month,No,94.4,1607.2,Yes,0.575596816976127,0.424403183023873
4013-TLDHQ,Male,0,No,No,19,Fiberoptic,No,Yes,Yes,No,No,No,Month-to-month,Yes,78.25,1490.95,Yes,0.575596816976127,0.424403183023873
4194-FJARJ,Female,0,Yes,Yes,54,DSL,Yes,No,No,Yes,No,No,Twoyear,No,60,3273.95,No,0.930451127819549,6.95488721804511e-02
3969-GYXEL,Female,0,No,No,11,Fiberoptic,Yes,No,No,No,No,No,Month-to-month,No,76.4,838.7,No,0.31437125748503,0.68562874251497
4468-YDOVK,Male,0,No,Yes,5,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,48.65,235.2,No,0.778723404255319,0.221276595744681
7903-CMPEY,Male,1,Yes,No,1,Fiberoptic,Yes,No,No,No,No,No,Month-to-month,Yes,80.3,80.3,Yes,0.31437125748503,0.68562874251497
6671-NGWON,Female,0,No,No,7,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Month-to-month,No,20.35,150.6,No,0.778723404255319,0.221276595744681
1955-IBMMB,Male,0,No,No,59,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Twoyear,Yes,20.2,1192.3,No,0.930451127819549,6.95488721804511e-02
7998-ZLXWN,Female,0,Yes,No,15,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Month-to-month,No,20.45,330.8,No,0.778723404255319,0.221276595744681
9133-AYJZG,Female,0,No,No,23,Fiberoptic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,98.7,2249.1,No,0.575596816976127,0.424403183023873
8680-CGLTP,Male,0,No,No,29,DSL,Yes,Yes,No,Yes,No,No,Oneyear,Yes,58.75,1696.2,No,0.930451127819549,6.95488721804511e-02
5018-GWURO,Female,0,Yes,No,56,Fiberoptic,No,No,No,No,Yes,No,Month-to-month,Yes,85.6,4902.8,No,0.575596816976127,0.424403183023873
0537-QYZZN,Male,1,Yes,Yes,24,Fiberoptic,Yes,No,No,No,No,No,Month-to-month,Yes,79.85,1857.75,No,0.575596816976127,0.424403183023873
1704-NRWYE,Female,1,No,No,9,Fiberoptic,No,No,No,No,Yes,No,Month-to-month,Yes,80.85,751.65,Yes,0.31437125748503,0.68562874251497
8200-KLNYW,Female,0,Yes,No,21,DSL,Yes,No,Yes,Yes,Yes,Yes,Oneyear,No,80.9,1714.95,No,0.930451127819549,6.95488721804511e-02
3372-CDXFJ,Male,0,Yes,Yes,13,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Oneyear,No,24.5,343.6,No,0.930451127819549,6.95488721804511e-02
2718-YSKCS,Male,0,Yes,Yes,71,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Twoyear,Yes,19.6,1387.45,No,0.930451127819549,6.95488721804511e-02
9896-UYMIE,Male,0,No,No,66,Fiberoptic,Yes,Yes,Yes,Yes,Yes,Yes,Oneyear,Yes,114.3,7383.7,No,0.930451127819549,6.95488721804511e-02
7691-XVTZH,Female,0,Yes,No,68,Fiberoptic,No,No,Yes,No,Yes,No,Twoyear,Yes,89.95,5974.3,No,0.930451127819549,6.95488721804511e-02
8642-GVWRF,Female,0,Yes,No,2,Fiberoptic,No,Yes,Yes,No,No,No,Month-to-month,No,79.7,165,Yes,0.31437125748503,0.68562874251497
3400-ESFUW,Male,0,Yes,Yes,55,DSL,Yes,Yes,No,Yes,No,No,Twoyear,No,57.55,3046.4,Yes,0.930451127819549,6.95488721804511e-02
0377-JBKKT,Male,0,Yes,Yes,22,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,57.95,1271.8,No,0.778723404255319,0.221276595744681
